X,frankfurt_urban.MA[0].udpApp[0]/endToEndDelay:vector
30.256847028905,0.0467524
30.264614028905,0.0445194
30.274614028905,0.0445194
30.284614028905,0.0445194
30.294614028905,0.0445194
30.304614042653,0.0445195
30.317329042653,0.0472345
30.324614042653,0.0445195
30.334614042653,0.0445195
30.344614042653,0.0445195
30.354614042653,0.0445195
30.364614042653,0.0445195
30.374614042653,0.0445195
30.384614042653,0.0445195
30.394614042653,0.0445195
30.404614056435,0.0445195
30.414614056435,0.0445195
30.424614056435,0.0445195
30.435177056435,0.0450825
30.444614056435,0.0445195
30.455992056435,0.0458975
30.464614056435,0.0445195
30.474614056435,0.0445195
30.484614056435,0.0445195
30.495555056435,0.0454605
30.504614070268,0.0445195
30.515177070268,0.0450825
30.524614070268,0.0445195
30.534614070268,0.0445195
30.544614070268,0.0445195
30.555465070268,0.0453705
30.564614070268,0.0445195
30.574614070268,0.0445195
30.584614070268,0.0445195
30.594614070268,0.0445195
30.604614084126,0.0445195
30.614614084126,0.0445195
30.624614084126,0.0445195
30.634614084126,0.0445195
30.645796179643,0.0457016
30.656301287032,0.0462067
30.664614084126,0.0445195
30.674614084126,0.0445195
30.684614084126,0.0445195
30.694614084126,0.0445195
30.70461409802,0.0445195
30.71461409802,0.0445195
30.72461409802,0.0445195
30.73461409802,0.0445195
30.74461409802,0.0445195
30.75564509802,0.0455505
30.76461409802,0.0445195
30.77461409802,0.0445195
30.78461409802,0.0445195
30.79461409802,0.0445195
30.805636111941,0.0455415
30.814614111941,0.0445195
30.824614111941,0.0445195
30.834614111941,0.0445195
30.844614111941,0.0445195
30.854614111941,0.0445195
30.865555111941,0.0454605
30.875294111941,0.0451995
30.886892111941,0.0467975
30.894614111941,0.0445195
30.904614125858,0.0445195
30.914614125858,0.0445195
30.924614125858,0.0445195
30.934614125858,0.0445195
30.944614125858,0.0445195
30.954614125858,0.0445195
30.964614125858,0.0445195
30.975156356379,0.0450618
30.984614125858,0.0445195
30.994614125858,0.0445195
31.004614139838,0.0445196
31.015573139838,0.0454786
31.024614139838,0.0445196
31.034614139838,0.0445196
31.044614139838,0.0445196
31.055449888963,0.0453553
31.064614139838,0.0445196
31.075339139838,0.0452446
31.084614139838,0.0445196
31.094614139838,0.0445196
31.104614154057,0.0445196
31.114614154057,0.0445196
31.124614154057,0.0445196
31.134614154057,0.0445196
31.145483154057,0.0453886
31.154614154057,0.0445196
31.164614154057,0.0445196
31.174614154057,0.0445196
31.184614154057,0.0445196
