X,frankfurt_urban.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
46.21,1
46.22,2
46.23,3
46.24,4
46.25,5
46.26,6
46.27,7
46.28,8
46.29,9
46.3,10
46.31,11
46.32,12
46.33,13
46.34,14
46.35,15
46.36,16
46.37,17
46.38,18
46.39,19
46.4,20
46.41,21
46.42,22
46.43,23
46.44,24
46.45,25
46.46,26
46.47,27
46.48,28
46.49,29
46.5,30
46.51,31
46.52,32
46.53,33
46.54,34
46.55,35
46.56,36
46.57,37
46.58,38
46.59,39
46.6,40
46.61,41
46.62,42
46.63,43
46.64,44
46.65,45
46.66,46
46.67,47
46.68,48
46.69,49
46.7,50
46.71,51
46.72,52
46.73,53
46.74,54
46.75,55
46.76,56
46.77,57
46.78,58
46.79,59
46.8,60
46.81,61
46.82,62
46.83,63
46.84,64
46.85,65
46.86,66
46.87,67
46.88,68
46.89,69
46.9,70
46.91,71
46.92,72
46.93,73
46.94,74
46.95,75
46.96,76
46.97,77
46.98,78
46.99,79
47,80
47.01,81
47.02,82
47.03,83
47.04,84
47.05,85
47.06,86
47.07,87
47.08,88
47.09,89
47.1,90
47.11,91
47.12,92
47.13,93
47.14,94
47.15,95
47.16,96
47.17,97
47.18,98
47.19,99
47.2,100
47.21,101
47.22,102
47.23,103
47.24,104
47.25,105
47.26,106
47.27,107
47.28,108
47.29,109
47.3,110
47.31,111
47.32,112
47.33,113
47.34,114
47.35,115
47.36,116
47.37,117
47.38,118
47.39,119
47.4,120
47.41,121
47.42,122
47.43,123
47.44,124
47.45,125
47.46,126
47.47,127
47.48,128
47.49,129
47.5,130
47.51,131
47.52,132
47.53,133
47.54,134
47.55,135
47.56,136
47.57,137
47.58,138
47.59,139
47.6,140
47.61,141
47.62,142
47.63,143
47.64,144
47.65,145
47.66,146
47.67,147
47.68,148
47.69,149
47.7,150
47.71,151
47.72,152
47.73,153
47.74,154
47.75,155
47.76,156
47.77,157
47.78,158
47.79,159
47.8,160
47.81,161
47.82,162
47.83,163
47.84,164
47.85,165
47.86,166
47.87,167
47.88,168
47.89,169
47.9,170
47.91,171
47.92,172
47.93,173
47.94,174
47.95,175
47.96,176
47.97,177
47.98,178
47.99,179
48,180
48.01,181
48.02,182
48.03,183
48.04,184
48.05,185
48.06,186
48.07,187
48.08,188
48.09,189
48.1,190
48.11,191
48.12,192
48.13,193
48.14,194
48.15,195
48.16,196
48.17,197
48.18,198
48.19,199
48.2,200
48.21,201
48.22,202
48.23,203
48.24,204
48.25,205
48.26,206
48.27,207
48.28,208
48.29,209
48.3,210
48.31,211
48.32,212
48.33,213
48.34,214
48.35,215
48.36,216
48.37,217
48.38,218
48.39,219
48.4,220
48.41,221
48.42,222
48.43,223
48.44,224
48.45,225
48.46,226
48.47,227
48.48,228
48.49,229
48.5,230
48.51,231
48.52,232
48.53,233
48.54,234
48.55,235
48.56,236
48.57,237
48.58,238
48.59,239
48.6,240
48.61,241
48.62,242
48.63,243
48.64,244
48.65,245
48.66,246
48.67,247
48.68,248
48.69,249
48.7,250
48.71,251
48.72,252
48.73,253
48.74,254
48.75,255
48.76,256
48.77,257
48.78,258
48.79,259
48.8,260
48.81,261
48.82,262
48.83,263
48.84,264
48.85,265
48.86,266
48.87,267
48.88,268
48.89,269
48.9,270
48.91,271
48.92,272
48.93,273
48.94,274
48.95,275
48.96,276
48.97,277
48.98,278
48.99,279
49,280
49.01,281
49.02,282
49.03,283
49.04,284
49.05,285
49.06,286
49.07,287
49.08,288
49.09,289
49.1,290
49.11,291
49.12,292
49.13,293
49.14,294
49.15,295
49.16,296
49.17,297
49.18,298
49.19,299
49.2,300
49.21,301
49.22,302
49.23,303
49.24,304
49.25,305
49.26,306
49.27,307
49.28,308
49.29,309
49.3,310
49.31,311
49.32,312
49.33,313
49.34,314
49.35,315
49.36,316
49.37,317
49.38,318
49.39,319
49.4,320
49.41,321
49.42,322
49.43,323
49.44,324
49.45,325
49.46,326
49.47,327
49.48,328
49.49,329
49.5,330
49.51,331
49.52,332
49.53,333
49.54,334
49.55,335
49.56,336
49.57,337
49.58,338
49.59,339
49.6,340
49.61,341
49.62,342
49.63,343
49.64,344
49.65,345
49.66,346
49.67,347
49.68,348
49.69,349
49.7,350
49.71,351
49.72,352
49.73,353
49.74,354
49.75,355
49.76,356
49.77,357
49.78,358
49.79,359
49.8,360
49.81,361
49.82,362
49.83,363
49.84,364
49.85,365
49.86,366
49.87,367
49.88,368
49.89,369
49.9,370
49.91,371
49.92,372
49.93,373
49.94,374
49.95,375
49.96,376
49.97,377
49.98,378
49.99,379
50,380
50.01,381
50.02,382
50.03,383
50.04,384
50.05,385
50.06,386
50.07,387
50.08,388
50.09,389
50.1,390
50.11,391
50.12,392
50.13,393
50.14,394
50.15,395
50.16,396
50.17,397
50.18,398
50.19,399
50.2,400
50.21,401
50.22,402
50.23,403
50.24,404
50.25,405
50.26,406
50.27,407
50.28,408
50.29,409
50.3,410
50.31,411
50.32,412
50.33,413
50.34,414
50.35,415
50.36,416
50.37,417
50.38,418
50.39,419
50.4,420
50.41,421
50.42,422
50.43,423
50.44,424
50.45,425
50.46,426
50.47,427
50.48,428
50.49,429
50.5,430
50.51,431
50.52,432
50.53,433
50.54,434
50.55,435
50.56,436
50.57,437
50.58,438
50.59,439
50.6,440
50.61,441
50.62,442
50.63,443
50.64,444
50.65,445
50.66,446
50.67,447
50.68,448
50.69,449
50.7,450
50.71,451
50.72,452
50.73,453
50.74,454
50.75,455
50.76,456
50.77,457
50.78,458
50.79,459
50.8,460
50.81,461
50.82,462
50.83,463
50.84,464
50.85,465
50.86,466
50.87,467
50.88,468
50.89,469
50.9,470
50.91,471
50.92,472
50.93,473
50.94,474
50.95,475
50.96,476
50.97,477
50.98,478
50.99,479
51,480
51.01,481
51.02,482
51.03,483
51.04,484
51.05,485
51.06,486
51.07,487
51.08,488
51.09,489
51.1,490
51.11,491
51.12,492
51.13,493
51.14,494
51.15,495
51.16,496
51.17,497
51.18,498
51.19,499
51.2,500
51.21,501
51.22,502
51.23,503
51.24,504
51.25,505
51.26,506
51.27,507
51.28,508
51.29,509
51.3,510
51.31,511
51.32,512
51.33,513
51.34,514
51.35,515
51.36,516
51.37,517
51.38,518
51.39,519
51.4,520
51.41,521
51.42,522
51.43,523
51.44,524
51.45,525
51.46,526
51.47,527
51.48,528
51.49,529
51.5,530
51.51,531
51.52,532
51.53,533
51.54,534
51.55,535
51.56,536
51.57,537
51.58,538
51.59,539
51.6,540
51.61,541
51.62,542
51.63,543
51.64,544
51.65,545
51.66,546
51.67,547
51.68,548
51.69,549
51.7,550
51.71,551
51.72,552
51.73,553
51.74,554
51.75,555
51.76,556
51.77,557
51.78,558
51.79,559
51.8,560
51.81,561
51.82,562
51.83,563
51.84,564
51.85,565
51.86,566
51.87,567
51.88,568
51.89,569
51.9,570
51.91,571
51.92,572
51.93,573
51.94,574
51.95,575
51.96,576
51.97,577
51.98,578
51.99,579
52,580
52.01,581
52.02,582
52.03,583
52.04,584
52.05,585
52.06,586
52.07,587
52.08,588
52.09,589
52.1,590
52.11,591
52.12,592
52.13,593
52.14,594
52.15,595
52.16,596
52.17,597
52.18,598
52.19,599
52.2,600
52.21,601
52.22,602
52.23,603
52.24,604
52.25,605
52.26,606
52.27,607
52.28,608
52.29,609
52.3,610
52.31,611
52.32,612
52.33,613
52.34,614
52.35,615
52.36,616
52.37,617
52.38,618
52.39,619
52.4,620
52.41,621
52.42,622
52.43,623
52.44,624
52.45,625
52.46,626
52.47,627
52.48,628
52.49,629
52.5,630
52.51,631
52.52,632
52.53,633
52.54,634
52.55,635
52.56,636
52.57,637
52.58,638
52.59,639
52.6,640
52.61,641
52.62,642
52.63,643
52.64,644
52.65,645
52.66,646
52.67,647
52.68,648
52.69,649
52.7,650
52.71,651
52.72,652
52.73,653
52.74,654
52.75,655
52.76,656
52.77,657
52.78,658
52.79,659
52.8,660
52.81,661
52.82,662
52.83,663
52.84,664
52.85,665
52.86,666
52.87,667
52.88,668
52.89,669
52.9,670
52.91,671
52.92,672
52.93,673
52.94,674
52.95,675
52.96,676
52.97,677
52.98,678
52.99,679
53,680
53.01,681
53.02,682
53.03,683
53.04,684
53.05,685
53.06,686
53.07,687
53.08,688
53.09,689
53.1,690
53.11,691
53.12,692
53.13,693
53.14,694
53.15,695
53.16,696
53.17,697
53.18,698
53.19,699
53.2,700
53.21,701
53.22,702
53.23,703
53.24,704
53.25,705
53.26,706
53.27,707
