X,frankfurt_urban.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
45.16,1
45.17,2
45.18,3
45.19,4
45.2,5
45.21,6
45.22,7
45.23,8
45.24,9
45.25,10
45.26,11
45.27,12
45.28,13
45.29,14
45.3,15
45.31,16
45.32,17
45.33,18
45.34,19
45.35,20
45.36,21
45.37,22
45.38,23
45.39,24
45.4,25
45.41,26
45.42,27
45.43,28
45.44,29
45.45,30
45.46,31
45.47,32
45.48,33
45.49,34
45.5,35
45.51,36
45.52,37
45.53,38
45.54,39
45.55,40
45.56,41
45.57,42
45.58,43
45.59,44
45.6,45
45.61,46
45.62,47
45.63,48
45.64,49
45.65,50
45.66,51
45.67,52
45.68,53
45.69,54
45.7,55
45.71,56
45.72,57
45.73,58
45.74,59
45.75,60
45.76,61
45.77,62
45.78,63
45.79,64
45.8,65
45.81,66
45.82,67
45.83,68
45.84,69
45.85,70
45.86,71
45.87,72
45.88,73
45.89,74
45.9,75
45.91,76
45.92,77
45.93,78
45.94,79
45.95,80
45.96,81
45.97,82
45.98,83
45.99,84
46,85
46.01,86
46.02,87
46.03,88
46.04,89
46.05,90
46.06,91
46.07,92
46.08,93
46.09,94
46.1,95
46.11,96
46.12,97
46.13,98
46.14,99
46.15,100
46.16,101
46.17,102
46.18,103
46.19,104
46.2,105
46.21,106
46.22,107
46.23,108
46.24,109
46.25,110
46.26,111
46.27,112
46.28,113
46.29,114
46.3,115
46.31,116
46.32,117
46.33,118
46.34,119
46.35,120
46.36,121
46.37,122
46.38,123
46.39,124
46.4,125
46.41,126
46.42,127
46.43,128
46.44,129
46.45,130
46.46,131
46.47,132
46.48,133
46.49,134
46.5,135
46.51,136
46.52,137
46.53,138
46.54,139
46.55,140
46.56,141
46.57,142
46.58,143
46.59,144
46.6,145
46.61,146
46.62,147
46.63,148
46.64,149
46.65,150
46.66,151
46.67,152
46.68,153
46.69,154
46.7,155
46.71,156
46.72,157
46.73,158
46.74,159
46.75,160
46.76,161
46.77,162
46.78,163
46.79,164
46.8,165
46.81,166
46.82,167
46.83,168
46.84,169
46.85,170
46.86,171
46.87,172
46.88,173
46.89,174
46.9,175
46.91,176
46.92,177
46.93,178
46.94,179
46.95,180
46.96,181
46.97,182
46.98,183
46.99,184
47,185
47.01,186
47.02,187
47.03,188
47.04,189
47.05,190
47.06,191
47.07,192
47.08,193
47.09,194
47.1,195
47.11,196
47.12,197
47.13,198
47.14,199
47.15,200
47.16,201
47.17,202
47.18,203
47.19,204
47.2,205
47.21,206
47.22,207
47.23,208
47.24,209
47.25,210
47.26,211
47.27,212
47.28,213
47.29,214
47.3,215
47.31,216
47.32,217
47.33,218
47.34,219
47.35,220
47.36,221
47.37,222
47.38,223
47.39,224
47.4,225
47.41,226
47.42,227
47.43,228
47.44,229
47.45,230
47.46,231
47.47,232
47.48,233
47.49,234
47.5,235
47.51,236
47.52,237
47.53,238
47.54,239
47.55,240
47.56,241
47.57,242
47.58,243
47.59,244
47.6,245
47.61,246
47.62,247
47.63,248
47.64,249
47.65,250
47.66,251
47.67,252
47.68,253
47.69,254
47.7,255
47.71,256
47.72,257
47.73,258
47.74,259
47.75,260
47.76,261
47.77,262
47.78,263
47.79,264
47.8,265
47.81,266
47.82,267
47.83,268
47.84,269
47.85,270
47.86,271
47.87,272
47.88,273
47.89,274
47.9,275
47.91,276
47.92,277
47.93,278
47.94,279
47.95,280
47.96,281
47.97,282
47.98,283
47.99,284
48,285
48.01,286
48.02,287
48.03,288
48.04,289
48.05,290
48.06,291
48.07,292
48.08,293
48.09,294
48.1,295
48.11,296
48.12,297
48.13,298
48.14,299
48.15,300
48.16,301
48.17,302
48.18,303
48.19,304
48.2,305
48.21,306
48.22,307
48.23,308
48.24,309
48.25,310
48.26,311
48.27,312
48.28,313
48.29,314
48.3,315
48.31,316
48.32,317
48.33,318
48.34,319
48.35,320
48.36,321
48.37,322
48.38,323
48.39,324
48.4,325
48.41,326
48.42,327
48.43,328
48.44,329
48.45,330
48.46,331
48.47,332
48.48,333
48.49,334
48.5,335
48.51,336
48.52,337
48.53,338
48.54,339
48.55,340
48.56,341
48.57,342
48.58,343
48.59,344
48.6,345
48.61,346
48.62,347
48.63,348
48.64,349
48.65,350
48.66,351
48.67,352
48.68,353
48.69,354
48.7,355
48.71,356
48.72,357
48.73,358
48.74,359
48.75,360
48.76,361
48.77,362
48.78,363
48.79,364
48.8,365
48.81,366
48.82,367
48.83,368
48.84,369
48.85,370
48.86,371
48.87,372
48.88,373
48.89,374
48.9,375
48.91,376
48.92,377
48.93,378
48.94,379
48.95,380
48.96,381
48.97,382
48.98,383
48.99,384
49,385
49.01,386
49.02,387
49.03,388
49.04,389
49.05,390
49.06,391
49.07,392
49.08,393
49.09,394
49.1,395
49.11,396
49.12,397
49.13,398
49.14,399
49.15,400
49.16,401
49.17,402
49.18,403
49.19,404
49.2,405
49.21,406
49.22,407
49.23,408
