X,frankfurt_urban.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
47.36,1
47.37,2
47.38,3
47.39,4
47.4,5
47.41,6
47.42,7
47.43,8
47.44,9
47.45,10
47.46,11
47.47,12
47.48,13
47.49,14
47.5,15
47.51,16
47.52,17
47.53,18
47.54,19
47.55,20
47.56,21
47.57,22
47.58,23
47.59,24
47.6,25
47.61,26
47.62,27
47.63,28
47.64,29
47.65,30
47.66,31
47.67,32
47.68,33
47.69,34
47.7,35
47.71,36
47.72,37
47.73,38
47.74,39
47.75,40
47.76,41
47.77,42
47.78,43
47.79,44
47.8,45
47.81,46
47.82,47
47.83,48
47.84,49
47.85,50
47.86,51
47.87,52
47.88,53
47.89,54
47.9,55
47.91,56
47.92,57
47.93,58
47.94,59
47.95,60
47.96,61
47.97,62
47.98,63
47.99,64
48,65
48.01,66
48.02,67
48.03,68
48.04,69
48.05,70
48.06,71
48.07,72
48.08,73
48.09,74
48.1,75
48.11,76
48.12,77
48.13,78
48.14,79
48.15,80
48.16,81
48.17,82
48.18,83
48.19,84
48.2,85
48.21,86
48.22,87
48.23,88
48.24,89
48.25,90
48.26,91
48.27,92
48.28,93
48.29,94
48.3,95
48.31,96
48.32,97
48.33,98
48.34,99
48.35,100
48.36,101
48.37,102
48.38,103
48.39,104
48.4,105
48.41,106
48.42,107
48.43,108
48.44,109
48.45,110
48.46,111
48.47,112
48.48,113
48.49,114
48.5,115
48.51,116
48.52,117
48.53,118
48.54,119
48.55,120
48.56,121
48.57,122
48.58,123
48.59,124
48.6,125
48.61,126
48.62,127
48.63,128
48.64,129
48.65,130
48.66,131
48.67,132
48.68,133
48.69,134
48.7,135
48.71,136
48.72,137
48.73,138
48.74,139
48.75,140
48.76,141
48.77,142
48.78,143
48.79,144
48.8,145
48.81,146
48.82,147
48.83,148
48.84,149
48.85,150
48.86,151
48.87,152
48.88,153
48.89,154
48.9,155
48.91,156
48.92,157
48.93,158
48.94,159
48.95,160
48.96,161
48.97,162
48.98,163
48.99,164
49,165
49.01,166
49.02,167
49.03,168
49.04,169
49.05,170
49.06,171
49.07,172
49.08,173
49.09,174
49.1,175
49.11,176
49.12,177
49.13,178
49.14,179
49.15,180
49.16,181
49.17,182
49.18,183
49.19,184
49.2,185
49.21,186
49.22,187
49.23,188
49.24,189
49.25,190
49.26,191
49.27,192
49.28,193
49.29,194
49.3,195
49.31,196
49.32,197
49.33,198
49.34,199
49.35,200
49.36,201
49.37,202
49.38,203
49.39,204
49.4,205
49.41,206
49.42,207
49.43,208
49.44,209
49.45,210
49.46,211
49.47,212
49.48,213
49.49,214
49.5,215
49.51,216
49.52,217
49.53,218
49.54,219
49.55,220
49.56,221
49.57,222
49.58,223
49.59,224
49.6,225
49.61,226
49.62,227
49.63,228
49.64,229
49.65,230
49.66,231
49.67,232
49.68,233
49.69,234
49.7,235
49.71,236
49.72,237
49.73,238
49.74,239
49.75,240
49.76,241
49.77,242
49.78,243
49.79,244
49.8,245
49.81,246
49.82,247
49.83,248
49.84,249
49.85,250
49.86,251
49.87,252
49.88,253
49.89,254
49.9,255
49.91,256
49.92,257
49.93,258
49.94,259
49.95,260
49.96,261
49.97,262
49.98,263
49.99,264
50,265
50.01,266
50.02,267
50.03,268
50.04,269
50.05,270
50.06,271
50.07,272
50.08,273
50.09,274
50.1,275
50.11,276
50.12,277
50.13,278
50.14,279
