X,frankfurt_urban.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
42.61,1
42.62,2
42.63,3
42.64,4
42.65,5
42.66,6
42.67,7
42.68,8
42.69,9
42.7,10
42.71,11
42.72,12
42.73,13
42.74,14
42.75,15
42.76,16
42.77,17
42.78,18
42.79,19
42.8,20
42.81,21
42.82,22
42.83,23
42.84,24
42.85,25
42.86,26
42.87,27
42.88,28
42.89,29
42.9,30
42.91,31
42.92,32
42.93,33
42.94,34
42.95,35
42.96,36
42.97,37
42.98,38
42.99,39
43,40
43.01,41
43.02,42
43.03,43
43.04,44
43.05,45
43.06,46
43.07,47
43.08,48
43.09,49
43.1,50
43.11,51
43.12,52
43.13,53
43.14,54
43.15,55
43.16,56
43.17,57
43.18,58
43.19,59
43.2,60
43.21,61
43.22,62
43.23,63
43.24,64
43.25,65
43.26,66
43.27,67
43.28,68
43.29,69
43.3,70
43.31,71
43.32,72
43.33,73
43.34,74
43.35,75
43.36,76
43.37,77
43.38,78
43.39,79
43.4,80
43.41,81
43.42,82
43.43,83
43.44,84
43.45,85
43.46,86
43.47,87
43.48,88
43.49,89
43.5,90
43.51,91
43.52,92
43.53,93
43.54,94
43.55,95
43.56,96
43.57,97
43.58,98
43.59,99
43.6,100
43.61,101
43.62,102
43.63,103
43.64,104
43.65,105
43.66,106
43.67,107
43.68,108
43.69,109
43.7,110
43.71,111
43.72,112
43.73,113
43.74,114
43.75,115
43.76,116
43.77,117
43.78,118
43.79,119
43.8,120
43.81,121
43.82,122
43.83,123
43.84,124
43.85,125
43.86,126
43.87,127
43.88,128
43.89,129
43.9,130
43.91,131
43.92,132
43.93,133
43.94,134
43.95,135
43.96,136
43.97,137
43.98,138
43.99,139
44,140
44.01,141
44.02,142
44.03,143
44.04,144
44.05,145
44.06,146
44.07,147
44.08,148
44.09,149
44.1,150
44.11,151
44.12,152
44.13,153
44.14,154
44.15,155
44.16,156
44.17,157
44.18,158
44.19,159
44.2,160
44.21,161
44.22,162
44.23,163
44.24,164
44.25,165
44.26,166
44.27,167
44.28,168
44.29,169
44.3,170
44.31,171
44.32,172
44.33,173
44.34,174
44.35,175
44.36,176
44.37,177
44.38,178
44.39,179
